Timestamp	ICMP Ping	rDNS	Serviceprobe	Hostprobes	Syncscan	TcpIP Fingerprint	Traceroute	IP Seq	
1333980000	8118459	0	0	0	0	0	0	0	
1333994400	6700896	0	0	0	0	0	0	0	
1334008800	3939599	0	0	0	0	0	0	0	
1334023200	1209526	0	0	0	0	0	0	0	
1334037600	1784117	0	0	0	0	0	0	0	
1334052000	2482519	0	0	0	0	0	0	0	
1334066400	2658588	0	0	0	0	0	0	0	
1334080800	767029	0	0	0	0	0	0	0	
1334095200	732891	0	0	0	0	0	0	0	
1334109600	436122	0	0	0	0	0	0	0	
1334124000	390377	0	0	0	0	0	0	0	
1334138400	5862	0	0	0	0	0	0	0	
1334152800	224014	0	0	0	0	0	0	0	
1334167200	255278	0	0	0	0	0	0	0	
1334181600	1069104	0	0	0	0	0	0	0	
1334196000	1912696	0	0	0	0	0	0	0	
1334210400	0	0	0	0	0	0	0	0	
1334224800	277317	0	0	0	0	0	0	0	
1334239200	733038	0	0	0	0	0	0	0	
1334253600	0	0	0	0	0	0	0	0	
1334268000	0	0	0	0	0	0	0	0	
1334282400	1853673	0	0	0	0	0	0	0	
1334296800	0	0	0	0	0	0	0	0	
1334311200	969623	0	0	0	0	0	0	0	
1334325600	871201	0	0	0	0	0	0	0	
1334340000	0	0	0	0	0	0	0	0	
1334354400	0	0	0	0	0	0	0	0	
1334368800	977313	0	0	0	0	0	0	0	
1334383200	2594	0	0	0	0	0	0	0	
1334397600	92674	0	0	12987	0	0	0	0	
1334412000	822454	0	0	61188	13134	0	0	0	
1334426400	122055	0	0	574175	109293	0	0	0	
1334440800	465939	0	0	1219704	224720	0	0	0	
1334455200	1511635	0	0	2071987	356478	0	0	0	
1334469600	7253128	0	0	4336853	801961	0	0	0	
1334484000	1025019	0	0	97655	15891	0	0	0	
1334498400	2554676	0	0	4134699	768977	0	0	0	
1334512800	7258881	0	0	8543331	1468943	0	0	0	
1334527200	22089637	0	0	8070686	1406653	0	0	0	
1334541600	25199561	0	0	7438174	1354766	0	0	0	
1334556000	27067342	0	0	5264562	963361	0	0	0	
1334570400	23915262	0	0	2841796	547728	0	0	0	
1334584800	16405857	0	0	1107167	204169	0	0	0	
1334599200	28243628	0	0	1413768	255336	0	0	0	
1334613600	36030517	0	0	705510	118160	0	0	0	
1334628000	28965272	0	0	1854539	368828	0	0	0	
1334642400	22491191	0	0	1349877	246816	0	0	0	
1334656800	16936411	0	0	5411898	989959	0	0	0	
1334671200	19244736	0	0	3163152	568307	0	0	0	
1334685600	12129495	0	0	3054221	594534	0	0	0	
1334700000	12127232	0	0	3515091	599387	0	0	0	
1334714400	8700755	0	0	3605944	669107	0	0	0	
1334728800	6172291	0	0	214955	33751	0	0	0	
1334743200	6160856	0	0	1689227	276004	0	0	0	
1334757600	5156003	0	0	850201	159859	0	0	0	
1334772000	2386581	0	0	1697562	316056	0	0	0	
1334786400	1919304	0	0	1590780	284879	0	0	0	
1334800800	1351524	0	0	450033	97257	0	0	0	
1334815200	158975	0	0	0	0	0	0	0	
1334829600	152792	0	0	984769	206606	0	0	0	
1334844000	2581284	0	0	2722042	505489	0	0	0	
1334858400	167626	0	0	1531441	263522	0	0	0	
1334872800	1233249	0	0	144441	22876	0	0	0	
1334887200	3403438	0	0	1937968	363909	0	0	0	
1334901600	5332364	0	0	3001038	528111	0	0	0	
1334916000	3233288	0	0	2531074	455044	0	0	0	
1334930400	1187013	0	0	0	0	0	0	0	
1334944800	2096283	0	0	1549777	270270	0	0	0	
1334959200	2333792	0	0	1016971	189539	0	0	0	
1334973600	4147819	0	0	1376924	244611	0	0	0	
1334988000	2983539	0	0	893059	139639	0	0	0	
1335002400	10030298	0	0	1206966	212436	0	0	0	
1335016800	12967472	0	0	4731325	836531	0	0	0	
1335031200	9884451	0	0	3276041	567189	0	0	0	
1335045600	12015480	0	0	2471183	446052	0	0	0	
1335060000	11495506	0	0	1352233	252140	0	0	0	
