Timestamp	ICMP Ping	rDNS	Serviceprobe	Hostprobes	Syncscan	TcpIP Fingerprint	Traceroute	IP Seq	
1335074400	6627002	0	0	1279282	216855	0	0	0	
1335088800	11073424	0	0	4502983	853563	0	0	0	
1335103200	16553894	0	0	1403883	240477	0	0	0	
1335117600	25294519	0	0	2392001	432013	0	0	0	
1335132000	6287586	0	0	2433286	430534	0	0	0	
1335146400	8131854	0	0	619599	107400	0	0	0	
1335160800	2202467	0	0	1430897	258200	0	0	0	
1335175200	4385462	0	0	264336	53898	0	0	0	
1335189600	8006334	0	0	1876950	343410	0	0	0	
1335204000	18911982	0	0	6132040	1058786	0	0	0	
1335218400	81398753	0	0	9353457	1622537	0	0	0	
1335232800	108117897	0	0	16068072	2948511	0	0	0	
1335247200	119823716	0	0	15416924	2757487	0	0	0	
1335261600	88669418	0	0	9275969	1552554	0	0	0	
1335276000	87135375	0	0	8863009	1703578	0	0	0	
1335290400	76083574	0	0	8848727	1641855	0	0	0	
1335304800	70625872	0	0	9041577	1601372	0	0	0	
1335319200	28559418	0	0	18861932	3410938	0	0	0	
1335333600	17863656	0	0	15843892	2746028	0	0	0	
1335348000	4188594	0	0	7096170	1282863	0	0	0	
1335362400	2384745	0	0	2234411	420685	0	0	0	
1335376800	1302097	0	0	5088526	888446	0	0	0	
1335391200	1985342	0	0	1698241	287984	0	0	0	
1335405600	1626726	0	0	2396974	443006	0	0	0	
1335420000	457259	0	0	2904684	492908	0	0	0	
1335434400	1016660	0	0	5120020	850272	0	0	0	
1335448800	499927	0	0	29405902	5308932	0	0	0	
1335463200	85446	0	0	26643793	4700270	0	0	0	
1335477600	0	0	0	21564548	3824380	0	0	0	
1335492000	167725	0	0	19561039	3435424	0	0	0	
1335506400	0	0	0	19602793	3553382	0	0	0	
1335520800	0	0	0	7558204	1363417	0	0	0	
1335535200	0	0	0	5965230	1061749	0	0	0	
1335549600	0	0	0	2990377	535909	0	0	0	
1335564000	0	0	0	2755257	477343	0	0	0	
1335578400	0	0	0	2783156	502168	0	0	0	
1335592800	0	0	0	1874962	327162	0	0	0	
1335607200	0	0	0	3134842	571731	0	0	0	
1335621600	0	0	0	1084026	200589	0	0	0	
1335636000	0	0	0	1883567	339382	0	0	0	
1335650400	0	0	0	1940218	367606	0	0	0	
1335664800	0	0	0	25489421	4441085	0	0	0	
1335679200	0	0	0	40249629	7019866	0	0	0	
1335693600	0	0	0	49372904	8782351	0	0	0	
1335708000	0	0	0	43660281	7756433	0	0	0	
1335722400	0	0	0	53931360	9356851	0	0	0	
1335736800	0	0	0	61584196	10524480	0	0	0	
1335751200	0	0	0	62630456	11143949	0	0	0	
1335765600	0	0	0	55656826	9954054	0	0	0	
1335780000	0	0	0	60075685	11038991	0	0	0	
1335794400	0	0	0	51547706	9181298	0	0	0	
1335808800	0	0	0	58279729	10325728	0	0	0	
1335823200	0	0	0	56096080	9189061	0	0	0	
1335837600	0	0	0	62981343	11245717	0	0	0	
1335852000	0	0	0	60508810	10691403	0	0	0	
1335866400	0	0	0	31779449	5788054	0	0	0	
1335880800	0	0	0	18999643	3787332	0	0	0	
1335895200	0	0	0	8778089	1712466	0	0	0	
1335909600	0	0	0	966534	192483	0	0	0	
1335924000	0	0	0	562884	102137	0	0	0	
1335938400	0	0	0	0	0	0	0	0	
1335952800	0	0	0	0	0	0	0	0	
1335967200	0	0	0	0	0	0	0	0	
1335981600	0	0	0	0	0	0	0	0	
1335996000	0	0	0	0	0	0	0	0	
1336010400	0	0	0	0	0	0	0	0	
1336024800	0	0	0	0	0	0	0	0	
1336039200	0	0	0	0	0	0	0	0	
1336053600	0	0	0	0	0	0	0	0	
1336068000	0	0	0	0	0	0	0	0	
1336082400	0	0	0	0	0	0	0	0	
1336096800	0	0	0	0	0	0	0	0	
1336111200	0	0	0	0	0	0	0	0	
1336125600	0	0	0	0	0	0	0	0	
1336140000	0	0	0	0	0	0	0	0	
1336154400	0	0	0	0	0	0	0	0	
1336168800	0	0	0	0	0	0	0	0	
1336183200	0	0	0	0	0	0	0	0	
1336197600	0	0	0	0	0	0	0	0	
1336212000	0	0	0	0	0	0	0	0	
1336226400	0	0	0	0	0	0	0	0	
1336240800	19022	0	0	0	0	0	0	0	
1336255200	74632	0	0	150658	14643	0	0	0	
1336269600	743025	0	0	395262	42476	0	0	0	
1336284000	899379	0	0	84699	9313	0	0	0	
1336298400	882469	0	0	540955	66170	0	0	0	
1336312800	1897746	0	0	299174	34640	0	0	0	
1336327200	1216809	0	0	105788	12914	0	0	0	
1336341600	1817478	0	0	256535	29033	0	0	0	
1336356000	3750278	0	0	44833	5136	0	0	0	
1336370400	2564039	0	0	0	0	0	0	0	
1336384800	3723755	0	0	165833	15336	0	0	0	
1336399200	14625620	0	0	1324733	134409	0	0	0	
1336413600	49780326	0	0	4696277	511696	0	0	0	
1336428000	54686714	0	0	5959333	635286	0	0	0	
1336442400	61047526	0	0	6850210	758655	0	0	0	
1336456800	60256736	0	0	6575500	738704	0	0	0	
1336471200	57432148	0	0	6015225	722440	0	0	0	
1336485600	31855999	0	0	2609313	349842	0	0	0	
1336500000	15314747	0	0	1766778	197952	0	0	0	
1336514400	14395650	0	0	1756457	226609	0	0	0	
1336528800	54926136	0	0	9563266	1063922	0	0	0	
1336543200	50646835	0	0	8431292	913715	0	0	0	
1336557600	53239256	0	0	7813903	885602	0	0	0	
1336572000	37292093	0	0	5158653	581662	0	0	0	
1336586400	49315196	0	0	7736560	934989	0	0	0	
1336600800	46319131	0	0	8269408	917935	0	0	0	
1336615200	55956416	0	0	10726267	1147525	0	0	0	
1336629600	56455372	0	0	9550916	1054233	0	0	0	
1336644000	45310243	0	0	6187856	688388	0	0	0	
1336658400	13784975	0	0	2484116	335336	0	0	0	
1336672800	6742928	0	0	205272	20983	0	0	0	
1336687200	2211941	1163442	0	618107	80184	0	0	0	
1336701600	6080019	6503816	0	1643980	185214	0	0	0	
1336716000	7084797	874716	0	3026602	334509	0	0	0	
1336730400	38938867	11573691	0	9775581	1104686	0	0	0	
1336744800	9300509	8870370	0	3927895	463748	0	0	0	
1336759200	5420802	2641589	0	634514	70063	0	0	0	
1336773600	2449800	3843939	0	2279082	239257	0	0	0	
1336788000	1235358	25570659	0	13270936	1467027	0	0	0	
1336802400	298254	30019599	0	11524796	1293254	0	0	0	
1336816800	271188	34570633	0	9340118	1060788	0	0	0	
1336831200	75360	40044942	0	9334119	1059798	0	0	0	
1336845600	14836	22848959	0	4886158	555106	0	0	0	
1336860000	408142	28278057	0	10019638	1100804	0	0	0	
1336874400	0	26765741	0	8920148	1011782	0	0	0	
1336888800	4939	52645465	0	10317893	1212979	0	0	0	
1336903200	796679	61856611	0	8095420	953332	0	0	0	
1336917600	0	19907873	0	1947500	243480	0	0	0	
1336932000	0	4533784	0	455188	51292	0	0	0	
1336946400	0	32110551	0	5806142	547213	0	0	0	
1336960800	0	80637837	0	11422428	1292292	0	0	0	
1336975200	0	78964401	0	12412632	1354057	0	0	0	
1336989600	0	71672983	0	8907844	979945	0	0	0	
1337004000	0	68187004	0	8337724	920373	0	0	0	
1337018400	0	95981488	0	8229607	915487	0	0	0	
1337032800	0	63815457	0	5263102	502785	0	0	0	
1337047200	0	59366313	0	4065490	403052	0	0	0	
1337061600	0	84886892	0	10838251	1109481	0	0	0	
1337076000	0	62365565	0	9407192	1008929	0	0	0	
1337090400	0	41044304	0	9216321	1070542	0	0	0	
1337104800	0	13910465	0	4170793	461176	0	0	0	
1337119200	0	16455518	0	3890678	360723	0	0	0	
1337133600	0	18243626	0	5574747	639104	0	0	0	
1337148000	0	4205531	0	4987184	574263	0	0	0	
1337162400	0	1933628	0	6016791	755053	0	0	0	
1337176800	0	537611	0	6921578	845404	0	0	0	
1337191200	0	146445	0	7262753	781589	0	0	0	
1337205600	0	6453	0	5738939	604844	0	0	0	
1337220000	0	0	0	993404	108454	0	0	0	
1337234400	0	0	0	107803	10325	0	0	0	
1337248800	0	0	0	0	0	0	0	0	
1337263200	0	0	0	1765899	198392	0	0	0	
1337277600	0	0	0	7305233	825672	0	0	0	
